Compound	RNA.molecule	Compound.CID
7-epi-10-deacetyltaxol	hsa-mir-193a	14355298
7-epi-10-deacetyltaxol	hsa-mir-193b	14355298
7-epi-10-deacetyltaxol	hsa-mir-20a	14355298
7-epi-10-deacetyltaxol	hsa-mir-21	14355298
7-epi-10-deacetyltaxol	hsa-mir-22	14355298
7-epi-10-deacetyltaxol	hsa-mir-25	14355298
7-epi-10-deacetyltaxol	hsa-mir-296	14355298
7-epi-10-deacetyltaxol	hsa-mir-30a	14355298
7-epi-10-deacetyltaxol	hsa-mir-30c-2	14355298
7-epi-10-deacetyltaxol	hsa-mir-30d	14355298
7-epi-10-deacetyltaxol	hsa-mir-30e	14355298
7-epi-10-deacetyltaxol	hsa-mir-365-1	14355298
7-epi-10-deacetyltaxol	hsa-mir-365-2	14355298
7-epi-10-deacetyltaxol	hsa-mir-376a-2	14355298
7-epi-10-deacetyltaxol	hsa-mir-376b	14355298
7-epi-10-deacetyltaxol	hsa-mir-376c	14355298
7-epi-10-deacetyltaxol	hsa-mir-512-2	14355298
7-epi-10-deacetyltaxol	hsa-mir-516a-1	14355298
7-epi-10-deacetyltaxol	hsa-mir-516a-2	14355298
7-epi-10-deacetyltaxol	hsa-mir-518e	14355298
7-epi-10-deacetyltaxol	hsa-mir-519a-1	14355298
7-epi-10-deacetyltaxol	hsa-mir-519a-2	14355298
7-epi-10-deacetyltaxol	hsa-mir-521-1	14355298
7-epi-10-deacetyltaxol	hsa-mir-522	14355298
7-epi-10-deacetyltaxol	hsa-mir-92a-2	14355298
7-epi-10-deacetyltaxol	hsa-mir-93	14355298
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-125a	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-141	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-193a	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-193b	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-30a	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-30b	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-30c-2	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-30d	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-30e	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-365-1	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-365-2	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-516a-1	396354
"7-epi-3,4-bis-nor-dolastatin 11"	hsa-mir-99b	396354
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-let-7b	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-106a	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-10b	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-125a	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-138-1	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-142	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-17	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-18a	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-193a	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-193b	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-20a	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-21	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-22	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-23a	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-25	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-28	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-30a	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-30c-2	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-30d	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-30e	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-365-1	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-365-2	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-92a-2	23635154
"7-fluoro-2-benzoyl-3-trifluoromethylquioxaline 1,4-dioxide"	hsa-mir-93	23635154
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-100	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-106a	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-106b	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-125a	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-125b-1	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-125b-2	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-130a	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-142	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-153-2	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-17	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-18a	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-193b	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-19b-1	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-19b-2	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-20a	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-22	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-25	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-365-1	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-365-2	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-92a-2	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-93	23635287
"7-fluoro-3-trifluoromethyl-2-naftoylquioxaline 1,4-dioxide"	hsa-mir-99a	23635287
7-methyljuglone	hsa-let-7a-1	26905
7-methyljuglone	hsa-let-7a-3	26905
7-methyljuglone	hsa-let-7b	26905
7-methyljuglone	hsa-let-7c	26905
7-methyljuglone	hsa-let-7e	26905
7-methyljuglone	hsa-mir-100	26905
7-methyljuglone	hsa-mir-105-2	26905
7-methyljuglone	hsa-mir-106a	26905
7-methyljuglone	hsa-mir-10a	26905
7-methyljuglone	hsa-mir-10b	26905
7-methyljuglone	hsa-mir-125a	26905
7-methyljuglone	hsa-mir-125b-1	26905
7-methyljuglone	hsa-mir-125b-2	26905
7-methyljuglone	hsa-mir-134	26905
7-methyljuglone	hsa-mir-142	26905
7-methyljuglone	hsa-mir-151	26905
7-methyljuglone	hsa-mir-18a	26905
7-methyljuglone	hsa-mir-193a	26905
7-methyljuglone	hsa-mir-193b	26905
7-methyljuglone	hsa-mir-20a	26905
7-methyljuglone	hsa-mir-20b	26905
7-methyljuglone	hsa-mir-210	26905
7-methyljuglone	hsa-mir-219-1	26905
7-methyljuglone	hsa-mir-21	26905
7-methyljuglone	hsa-mir-22	26905
7-methyljuglone	hsa-mir-23a	26905
7-methyljuglone	hsa-mir-23b	26905
7-methyljuglone	hsa-mir-24-1	26905
7-methyljuglone	hsa-mir-24-2	26905
7-methyljuglone	hsa-mir-25	26905
7-methyljuglone	hsa-mir-27a	26905
7-methyljuglone	hsa-mir-27b	26905
7-methyljuglone	hsa-mir-28	26905
7-methyljuglone	hsa-mir-31	26905
7-methyljuglone	hsa-mir-365-1	26905
7-methyljuglone	hsa-mir-409	26905
7-methyljuglone	hsa-mir-92a-2	26905
7-methyljuglone	hsa-mir-93	26905
7-methyljuglone	hsa-mir-99a	26905
7-methyljuglone	hsa-mir-99b	26905
"7-nitro-1,2,4-benzotriazin-3-amine-1,4-dioxide"	hsa-mir-106a	135427573
"7-nitro-1,2,4-benzotriazin-3-amine-1,4-dioxide"	hsa-mir-125a	135427573
"7-nitro-1,2,4-benzotriazin-3-amine-1,4-dioxide"	hsa-mir-142	135427573
"7-nitro-1,2,4-benzotriazin-3-amine-1,4-dioxide"	hsa-mir-18a	135427573
"7-nitro-1,2,4-benzotriazin-3-amine-1,4-dioxide"	hsa-mir-20a	135427573
"7-nitro-1,2,4-benzotriazin-3-amine-1,4-dioxide"	hsa-mir-20b	135427573
"7-nitro-1,2,4-benzotriazin-3-amine-1,4-dioxide"	hsa-mir-23a	135427573
"7-nitro-1,2,4-benzotriazin-3-amine-1,4-dioxide"	hsa-mir-23b	135427573
"7-nitro-1,2,4-benzotriazin-3-amine-1,4-dioxide"	hsa-mir-24-2	135427573
"7-nitro-1,2,4-benzotriazin-3-amine-1,4-dioxide"	hsa-mir-27b	135427573
"7-nitro-1,2,4-benzotriazin-3-amine-1,4-dioxide"	hsa-mir-93	135427573
"7-nitro-3-trifluoroacetamido-1,2,4-benzotriazine 1-oxide"	hsa-mir-210	6711497
"7-nitro-3-trifluoroacetamido-1,2,4-benzotriazine 1-oxide"	hsa-mir-22	6711497
"7-nitro-3-trifluoroacetamido-1,2,4-benzotriazine 1-oxide"	hsa-mir-23a	6711497
"7-nitro-3-trifluoroacetamido-1,2,4-benzotriazine 1-oxide"	hsa-mir-23b	6711497
"7-nitro-3-trifluoroacetamido-1,2,4-benzotriazine 1-oxide"	hsa-mir-24-2	6711497
"7-nitro-3-trifluoroacetamido-1,2,4-benzotriazine 1-oxide"	hsa-mir-28	6711497
7-ocpz	hsa-mir-23a	16414
7-ocpz	hsa-mir-23b	16414
7-ocpz	hsa-mir-24-1	16414
7-ocpz	hsa-mir-24-2	16414
7-ocpz	hsa-mir-27a	16414
7-ocpz	hsa-mir-27b	16414
7-(phenyl(p-tolylamino)methyl)quinolin-8-ol	hsa-mir-10a	256755
7-(phenyl(p-tolylamino)methyl)quinolin-8-ol	hsa-mir-23a	256755
7-(phenyl(p-tolylamino)methyl)quinolin-8-ol	hsa-mir-23b	256755
7-(phenyl(p-tolylamino)methyl)quinolin-8-ol	hsa-mir-24-2	256755
7-(phenyl(p-tolylamino)methyl)quinolin-8-ol	hsa-mir-27a	256755
7-(phenyl(p-tolylamino)methyl)quinolin-8-ol	hsa-mir-27b	256755
7-(phenyl(p-tolylamino)methyl)quinolin-8-ol	hsa-mir-28	256755
"7-(p-n,n-dimethylaminophenylazo)benzofuran"	hsa-mir-105-2	39164
"7-(p-n,n-dimethylaminophenylazo)benzofuran"	hsa-mir-106a	39164
"7-(p-n,n-dimethylaminophenylazo)benzofuran"	hsa-mir-18a	39164
"7-(p-n,n-dimethylaminophenylazo)benzofuran"	hsa-mir-19b-1	39164
"7-(p-n,n-dimethylaminophenylazo)benzofuran"	hsa-mir-19b-2	39164
"7-(p-n,n-dimethylaminophenylazo)benzofuran"	hsa-mir-20a	39164
"7-(p-n,n-dimethylaminophenylazo)benzofuran"	hsa-mir-20b	39164
"7-(p-n,n-dimethylaminophenylazo)benzofuran"	hsa-mir-25	39164
"7-(p-n,n-dimethylaminophenylazo)benzofuran"	hsa-mir-365-2	39164
"7-(p-n,n-dimethylaminophenylazo)benzofuran"	hsa-mir-92a-2	39164
"7-(p-n,n-dimethylaminophenylazo)benzofuran"	hsa-mir-93	39164
"8,11-dichlorocryptolepine hydrochloride"	hsa-let-7a-1	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-let-7e	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-105-2	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-125a	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-137	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-142	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-181d	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-193a	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-193b	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-20a	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-21	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-23a	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-23b	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-24-1	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-24-2	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-27a	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-27b	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-28	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-30a	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-30b	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-30c-2	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-30d	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-30e	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-365-1	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-365-2	405328
"8,11-dichlorocryptolepine hydrochloride"	hsa-mir-99b	405328
8-aminoadenosine	hsa-mir-299	96851
8-aminoadenosine	hsa-mir-342	96851
8-aminoadenosine	hsa-mir-377	96851
8-aminoadenosine	hsa-mir-450a-1	96851
8-aminoadenosine	hsa-mir-450a-2	96851
8-aminoadenosine	hsa-mir-493	96851
8-Azaguanine	hsa-mir-146a	135403646
8-Azaguanine	hsa-mir-146b	135403646
8-Azaguanine	hsa-mir-192	135403646
8-azaguanosine	hsa-mir-185	135763231
8-azaguanosine	hsa-mir-337	135763231
"8b-hydroxy-9b,10b-epoxyverrucarin a"	hsa-mir-28	433350
8-Chloro-adenosine	hsa-let-7a-2	147569
8-Chloro-adenosine	hsa-let-7b	147569
8-Chloro-adenosine	hsa-let-7c	147569
8-Chloro-adenosine	hsa-let-7e	147569
8-Chloro-adenosine	hsa-mir-100	147569
8-Chloro-adenosine	hsa-mir-105-2	147569
8-Chloro-adenosine	hsa-mir-106a	147569
8-Chloro-adenosine	hsa-mir-125b-1	147569
8-Chloro-adenosine	hsa-mir-125b-2	147569
8-Chloro-adenosine	hsa-mir-145	147569
8-Chloro-adenosine	hsa-mir-18a	147569
8-Chloro-adenosine	hsa-mir-19b-2	147569
8-Chloro-adenosine	hsa-mir-204	147569
8-Chloro-adenosine	hsa-mir-20a	147569
8-Chloro-adenosine	hsa-mir-20b	147569
8-Chloro-adenosine	hsa-mir-218-1	147569
8-Chloro-adenosine	hsa-mir-22	147569
8-Chloro-adenosine	hsa-mir-23a	147569
8-Chloro-adenosine	hsa-mir-23b	147569
8-Chloro-adenosine	hsa-mir-24-1	147569
8-Chloro-adenosine	hsa-mir-24-2	147569
8-Chloro-adenosine	hsa-mir-27a	147569
8-Chloro-adenosine	hsa-mir-27b	147569
8-Chloro-adenosine	hsa-mir-337	147569
8-Chloro-adenosine	hsa-mir-409	147569
8-Chloro-adenosine	hsa-mir-493	147569
8-Chloro-adenosine	hsa-mir-495	147569
8-Chloro-adenosine	hsa-mir-507	147569
8-Chloro-adenosine	hsa-mir-509-1	147569
8-Chloro-adenosine	hsa-mir-514-3	147569
8-Chloro-adenosine	hsa-mir-92a-2	147569
8-Chloro-adenosine	hsa-mir-93	147569
8-Chloro-adenosine	hsa-mir-96	147569
8-Chloro-adenosine	hsa-mir-99a	147569
8-chloro-cyclicamp	hsa-mir-142	17856967
8-chloro-cyclicamp	hsa-mir-23a	17856967
8-chloro-cyclicamp	hsa-mir-23b	17856967
8-chloro-cyclicamp	hsa-mir-27b	17856967
8-chloro-cyclicamp	hsa-mir-514-3	17856967
8-hydroxymanzamine a	hsa-mir-10b	5270765
8-hydroxymanzamine a	hsa-mir-138-1	5270765
8-hydroxymanzamine a	hsa-mir-152	5270765
8-hydroxymanzamine a	hsa-mir-181a-2	5270765
"9,10-anthracenedione, 1-[(oxiranylmethyl)amino]-"	hsa-mir-27b	384119
9-(2-amino-2-deoxy-d-xylofuranosyl) adenine	hsa-mir-145	100053
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-let-7a-1	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-let-7a-2	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-let-7a-3	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-let-7c	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-let-7d	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-let-7e	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-let-7i	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-mir-140	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-mir-16-1	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-mir-193b	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-mir-30b	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-mir-365-2	384246
"9-acridinamine, n-[2-[(2-hydroxyethyl)amino]ethyl]-1-nitro-"	hsa-mir-455	384246
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-105-1	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-125a	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-127	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-128-1	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-129-1	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-129-2	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-130a	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-130b	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-132	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-134	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-149	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-152	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-153-1	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-154	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-15a	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-181b-2	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-181c	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-181d	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-212	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-24-1	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-24-2	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-26a-1	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-26a-2	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-296	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-30a	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-30b	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-30c-2	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-324	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-339	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-345	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-34a	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-370	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-423	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-431	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-432	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-518a-2	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-521-1	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-95	384251
"9-acridinamine, n-(3-hydroxypropyl)-7-methoxy-1-nitro-"	hsa-mir-99b	384251
9-.alpha.-acetoxyparthenolide	hsa-let-7a-1	54611286
9-.alpha.-acetoxyparthenolide	hsa-let-7a-3	54611286
9-.alpha.-acetoxyparthenolide	hsa-let-7c	54611286
9-.alpha.-acetoxyparthenolide	hsa-let-7d	54611286
9-.alpha.-acetoxyparthenolide	hsa-let-7e	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-142	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-146a	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-146b	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-20b	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-21	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-23a	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-23b	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-24-1	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-24-2	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-27a	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-27b	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-28	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-374a	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-9-3	54611286
9-.alpha.-acetoxyparthenolide	hsa-mir-99a	54611286
9-.alpha.-hydroxyparthenolide	hsa-let-7a-1	5477074
9-.alpha.-hydroxyparthenolide	hsa-let-7a-3	5477074
9-.alpha.-hydroxyparthenolide	hsa-let-7b	5477074
9-.alpha.-hydroxyparthenolide	hsa-let-7c	5477074
9-.alpha.-hydroxyparthenolide	hsa-let-7e	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-10b	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-134	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-142	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-193a	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-21	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-23a	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-23b	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-24-1	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-24-2	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-27a	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-27b	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-28	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-9-3	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-99a	5477074
9-.alpha.-hydroxyparthenolide	hsa-mir-99b	5477074
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-100	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-10a	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-10b	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-125a	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-125b-1	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-142	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-21	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-221	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-23a	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-23b	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-24-2	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-27b	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-28	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-342	238161
9-benzyl-6-(benzylthio)-9h-purin-2-amine	hsa-mir-99a	238161
9-.beta.-hydroxyparthenolide	hsa-let-7a-1	5477074
9-.beta.-hydroxyparthenolide	hsa-let-7a-2	5477074
9-.beta.-hydroxyparthenolide	hsa-let-7a-3	5477074
9-.beta.-hydroxyparthenolide	hsa-let-7b	5477074
9-.beta.-hydroxyparthenolide	hsa-let-7c	5477074
9-.beta.-hydroxyparthenolide	hsa-let-7d	5477074
9-.beta.-hydroxyparthenolide	hsa-let-7e	5477074
9-.beta.-hydroxyparthenolide	hsa-mir-100	5477074
9-.beta.-hydroxyparthenolide	hsa-mir-105-2	5477074
9-.beta.-hydroxyparthenolide	hsa-mir-106a	5477074
9-.beta.-hydroxyparthenolide	hsa-mir-10b	5477074
9-.beta.-hydroxyparthenolide	hsa-mir-125a	5477074
9-.beta.-hydroxyparthenolide	hsa-mir-125b-1	5477074
